alcohol,chlorides,citric_acid,density,fixed_acidity,free_sulfur_dioxide,ph,quality,residual_sugar,sulphates,total_sulfur_dioxide,volatile_acidity
11,0.06264,0.6,0.9995610594038608,5.8,65.2,3.07,7,8.8,0.45,7.6,0.52
9.9,0.16956,0.41,0.9935080738305386,15.7,43,3.59,7,2.4,1.69,179.6,0.56
14.7,0.0864,0.81,0.9911436871505348,8,44.3,3.19,5,13.1,0.84,98.4,0.78
12.3,0.05616,0.7,1.0015966610173506,5.2,46.1,2.81,7,1.7,1.75,132.4,0.94
10.1,0.09828,0.82,0.9980207747232311,9.1,8.7,3.45,5,7.9,0.9,246.9,0.77
11.1,0.07452,0.73,0.9983122270025139,6.9,38.2,3.66,5,7,1.27,221.3,0.38
9.5,0.15660000000000002,0.1,0.9967898520350433,14.5,27.2,2.98,5,8.8,1.26,193.2,1.34
13.9,0.09288,0.66,0.9912436974802705,8.6,56,2.76,6,8.4,0.8,83.5,0.7
9.4,0.10044000000000002,0.15,0.9991533743859601,9.3,13,2.94,6,15.1,1.98,42.3,0.2
14.3,0.08532000000000001,0.26,1.003137379020718,7.9,7.6,3.01,6,14,0.35,103.3,0.58
12.5,0.11556,0.48,0.9911621574245074,10.7,62,3.4,6,6.8,1.19,18.4,0.57
10,0.1458,0.03,0.9930748634487973,13.5,48.8,2.9,5,5.2,1.56,281.9,1.51
12.3,0.07452,0.73,1.0000843891277638,6.9,58,3.62,7,6.2,0.71,137.9,0.71
10.2,0.050760000000000007,0.83,1.002208843154672,4.7,44.2,3.5,6,5.8,1.63,129.9,1.15
9.8,0.06372000000000001,0.33,1.0003866107434594,5.9,23.1,3.31,6,7.7,1.95,254.1,0.25
9.5,0.13824,0.56,1.0026126208342994,12.8,11.4,3.16,6,2.3,1.87,281.7,1.15
14.5,0.12528,0.75,1.0019240274417422,11.6,59.1,3.54,7,3.3,1.44,18.2,1.41
12.6,0.1134,0.64,0.9952082414195994,10.5,20.1,3.53,7,13.7,0.96,258.8,1.5
9.1,0.0864,0.57,0.9910275117250591,8,12.5,3.97,6,3.7,0.71,222.7,1.47
8.7,0.10152000000000001,0.66,0.9997112757573465,9.4,27.1,3.38,5,15.1,0.99,230.2,1.37
11.3,0.0756,0.91,0.9916122092347286,7,5.8,3.3,6,7.1,1.39,105.1,1.57
14.2,0.09936,0.14,0.9901953255187411,9.2,49.4,3.24,6,4.4,0.69,252,0.99
10.2,0.11556,0.64,1.0002171415360994,10.7,46.4,3.33,3,4.6,0.56,187.5,0.75
8.5,0.061560000000000004,0.4,1.002827790620645,5.7,44.7,2.97,5,12,1.93,114,0.26
13.6,0.11232,0.12,0.9925324007546119,10.4,71.5,3.32,5,13.1,1.7,141.2,0.5
14.9,0.0702,0.53,0.9945700565975963,6.5,7.8,3.28,5,5.2,1.28,55.7,0.32
12,0.16740000000000002,0.63,0.9982044839056674,15.5,64.4,2.87,6,7.8,0.84,9.9,1.46
10.1,0.051840000000000004,0.37,1.002011641731495,4.8,23.9,3.72,5,10.5,1.34,87,0.15
13.4,0.15444000000000002,0.24,0.9978421601564365,14.3,28.6,3.9,5,6.1,1.23,16.3,1.12
10.8,0.10800000000000001,0.63,1.001105850744026,10,49.3,3.76,7,3,0.93,180.5,0.59
12.6,0.081,0.54,0.9934048353173849,7.5,23.5,2.92,6,6.4,0.41,76.6,0.5
11.6,0.11772,0.67,0.9953853502250077,10.9,34.1,3.79,5,3.5,0.95,187.3,1.58
13.5,0.17172,0.51,0.9961104170671979,15.9,41.8,3.52,6,10.5,0.53,263.8,0.34
10.5,0.10908,0.17,0.9923513757803456,10.1,51.8,3.46,5,1.7,0.34,52.6,0.29
10.3,0.05292000000000001,0.08,0.9995454081734566,4.9,59.5,3.78,7,13.1,0.37,232.9,0.28
9.6,0.051840000000000004,0.16,0.994000162422323,4.8,61.8,3.6,6,1.1,1.68,258.1,1.48
12.8,0.08748,0.01,0.9908926652656453,8.1,21.6,3.33,5,13.5,1.97,231.2,0.29
14.4,0.051840000000000004,0.12,1.0019407826143216,4.8,65.4,2.97,6,12.5,0.92,223.2,0.15
13.6,0.05724,0.59,1.0012338814712003,5.3,55.8,3.35,5,5.7,0.62,148,1.18
13.1,0.10475999999999999,0.73,0.9923855962251272,9.7,31.3,3.29,5,9.5,0.69,131.9,0.12
11,0.15012,0.83,1.0009275626403915,13.9,9.6,3.51,6,8.5,0.58,114.9,0.55
12.7,0.09936,0.34,0.9973278503839554,9.2,37.4,3.53,7,13.7,1.16,210.7,0.77
12.8,0.04968,0.34,0.990224482393273,4.6,43.6,2.97,7,9.9,1.85,251.9,1.08
11,0.07452,0.95,0.9953430601194558,6.9,35.1,2.89,6,8.1,0.34,19.5,1.35
9,0.12636,0.77,0.9939127680957822,11.7,64.8,3.54,6,2.2,1.66,98.9,0.23
12.3,0.10908,0.48,0.9939269717705521,10.1,39.4,3.83,5,1.9,1.77,236.6,1.53
13.5,0.13068,0.09,0.992613797230666,12.1,70.9,2.89,7,5.5,1.57,251.9,1.56
13.1,0.12852000000000002,0.74,0.9943529578998223,11.9,13.4,3.87,5,9.2,0.67,8.5,0.94
14.7,0.15660000000000002,0.17,1.0000051788475903,14.5,13.3,3.13,6,7.1,1.05,157.6,1.23
10.4,0.11664000000000001,0.15,0.9979576715963568,10.8,71.9,2.99,6,1.2,1.03,164.9,1.01
13.3,0.13824,0.21,1.000905747168646,12.8,40.1,3.66,5,11.3,0.48,61.9,1.56
10.6,0.06588,0.18,1.0032145670478954,6.1,15.3,3.95,5,14.8,1.51,251.3,1.09
8.6,0.050760000000000007,0.9,0.9908848486351137,4.7,65.2,3.81,6,10.6,0.83,196.3,0.43
12.8,0.10260000000000001,0.64,0.9912136190947486,9.5,26.5,3.59,5,14.8,0.45,143.6,0.53
8.5,0.09504000000000001,0.25,1.0028880044612793,8.8,26.4,3.28,7,6.7,0.4,195.8,0.7
13.5,0.06048,0.74,1.0023162331185906,5.6,56,3.57,5,10.3,0.85,235,1.02
9.4,0.14256,0.52,0.9919407871466003,13.2,70.3,3.46,5,15.1,1.41,130.9,0.68
8.8,0.07668,0.06,1.0011769997116153,7.1,8.1,3.11,7,0.9,1.13,54.8,1.23
14.6,0.15012,0.52,0.9922761815545368,13.9,65.7,3.86,7,5.9,0.78,167.2,0.86
8.5,0.08748,0.55,0.9922839521250006,8.1,21.3,3.98,5,7.9,1.26,109.3,1.44
8.9,0.16956,0.28,0.9985906385833937,15.7,31.5,2.92,6,5.7,0.81,107.1,0.19
14.1,0.08424000000000001,0.39,0.9918570123822037,7.8,46.4,3.3,6,12.4,1.03,287.4,1.41
12.6,0.12744000000000003,0.57,0.9917711139239723,11.8,71.3,3.73,4,5.3,1.46,198.3,0.79
11.8,0.08208,0.4,0.9934362856254915,7.6,37,3.76,5,9.4,0.51,26.3,1.49
12.7,0.10368000000000001,0.79,0.9997677041198211,9.6,17.5,3.78,7,11.3,1.91,37.3,1.46
11.3,0.15876,0.81,0.9984540011364917,14.7,65.9,3.25,7,9.5,0.91,112.6,1.43
11.3,0.1404,0.47,0.9973558476953327,13,65.6,3.07,5,8.7,0.66,174.9,0.99
14.7,0.16308,0.54,0.9904500056096448,15.1,3.8,2.82,6,9.5,0.75,241.1,0.36
13.7,0.13068,0.8,0.9994557580611841,12.1,65.5,3.9,6,14,1.79,148.2,1.41
9.3,0.14148,0.64,0.9951633347723736,13.1,65.7,3.2,6,4.8,1.35,45,0.98
11.2,0.15012,0.86,0.9937522734908042,13.9,62.4,3.59,7,6.2,0.5,106.2,0.54
11.6,0.12204000000000001,0.73,1.00094796465252,11.3,35.3,2.84,5,11.6,1.61,265.9,1.54
13.1,0.07992,0.19,0.9912806213390664,7.4,25.9,3.93,5,11.8,0.34,129.4,1.29
13.8,0.14256,0.16,0.996680504920237,13.2,47.1,3.93,5,8.9,1.38,259.7,0.67
12.4,0.050760000000000007,0.08,0.9972063485806016,4.7,55.9,3.91,7,10.9,0.6,17.1,0.38
14.2,0.12096,0.72,0.9977326214036887,11.2,29.5,2.97,7,11.8,1,96.3,0.52
8.8,0.11988,0.01,0.9926143204995028,11.1,4.7,3.97,3,10.5,1.38,135.3,0.42
11.4,0.12852000000000002,0.03,1.003595507671565,11.9,41.4,2.81,4,2,1.85,214.2,0.82
9.5,0.08424000000000001,0.08,1.0025605412035488,7.8,30.7,3.03,5,12.9,1.52,200.4,0.98
9.9,0.08748,0.2,1.0024634230416867,8.1,58.2,3.46,6,12.2,1.34,175.4,1.23
12,0.07236000000000001,0.6,0.997675312453231,6.7,53,2.74,5,14.4,0.47,264.1,0.89
10.5,0.1512,0.93,0.9926951166781877,14,58.8,3.75,5,14.8,0.87,40.2,0.18
14.8,0.14688,0.37,0.9969004379987003,13.6,26.1,3.39,6,8.6,1.35,19.6,1.5
9.1,0.1242,0.13,0.9941743872203738,11.5,48.5,2.84,4,7.7,1.61,233.9,0.53
11.7,0.10152000000000001,0.17,0.9930902269855615,9.4,40.8,3.74,4,8.7,0.51,98.9,1.21
14.6,0.11988,0.45,0.9930243151975985,11.1,48.8,2.9,6,10.9,1.35,15.3,1.41
8.9,0.1296,0.32,1.000660783941211,12,68.4,2.96,5,6.4,0.56,148.1,1.08
10.2,0.16308,0.8,0.9958755411185306,15.1,36.3,3.6,5,10.1,1.27,10.7,0.24
10.8,0.16308,0.17,0.9947048074407354,15.1,56.7,3.7,6,12.4,1.19,135.4,0.84
10.4,0.12312000000000001,0.72,0.9900713674857711,11.4,63.1,3.9,6,7.7,0.95,256.6,0.25
13.6,0.13716,0.39,1.0015897502875108,12.7,33.4,3.1,5,10.4,0.74,237.8,0.37
14.2,0.09828,0.52,0.9913844116770248,9.1,47.5,2.76,6,2.3,0.79,82.6,1.09
8.5,0.081,0.75,0.995683225179456,7.5,62.5,3.91,6,15.5,0.65,88.6,0.78
13.7,0.16740000000000002,0.69,0.9959280757643117,15.5,11.5,3.15,5,10,1.98,30,1.01
9.9,0.11664000000000001,0.89,1.0007273031166162,10.8,57,3.15,5,8.5,1.21,38.4,0.92
9.5,0.10800000000000001,1,0.9934153244457844,10,69.5,2.96,6,6.8,1.83,98.3,0.82
9.1,0.15228,0.09,0.99913572250854,14.1,34.4,2.83,6,12,0.41,29.1,0.58
12.9,0.0594,0.78,0.9945174992797242,5.5,52.2,3.23,5,4.9,1.07,228.5,0.77
12.9,0.14364000000000002,0.89,0.9996813097992842,13.3,16.8,3.93,7,5.8,1.82,204.3,0.45
9.1,0.13392,0.59,1.0011561714311528,12.4,5.6,3.05,5,13.6,1.92,128,0.16
10.5,0.162,0.23,0.9921464041997304,15,46.5,2.92,6,1.1,1.92,142.2,0.27
12.2,0.16308,0.79,1.0001677884253446,15.1,38.4,3.9,6,3.5,0.96,234.7,1.06
10.1,0.12852000000000002,0.08,0.9927293562192747,11.9,30.2,3.54,5,2.4,1.51,35.7,0.43
12.7,0.16416,0.3,0.996349408066139,15.2,35.2,3.6,6,10.3,0.87,138.3,1.3
13.7,0.1134,0.3,1.001497286152505,10.5,37.9,2.98,4,5.3,1.57,57,0.25
14.2,0.1296,0.41,0.9920062499452962,12,36.8,3.48,5,7.3,1.24,244.2,1.22
12.9,0.13608,0.32,1.0030824470846715,12.6,35.9,3.07,4,3.5,0.64,117.6,0.88
13.4,0.0702,0.15,0.9941615064754645,6.5,42.3,3.55,7,4.1,0.42,10.4,0.57
8.6,0.08316000000000001,0.58,1.0019480844950002,7.7,15.1,3.64,5,4.3,0.34,64.7,1.33
8.8,0.16956,0.07,1.0011495055267445,15.7,45.7,3.37,6,1.9,1.16,96.4,0.63
14.2,0.06264,0.08,0.9988109047539527,5.8,55.7,3.09,6,8.7,0.86,62.3,1.41
14.6,0.07884000000000001,0.85,0.99509206786794,7.3,36.7,3.76,5,14.7,1.64,244.4,0.64
12.3,0.16416,0.62,1.0009830699191062,15.2,59.9,3.72,6,11.8,0.51,229.6,1.5
11.3,0.06696,0.33,1.000713856263414,6.2,20.5,3.73,6,6.1,0.6,196,0.68
13.9,0.10692000000000002,0.42,0.9989026282018164,9.9,44.6,3.7,5,9.7,0.99,34,0.82
9,0.12744000000000003,0.55,1.0004974044886004,11.8,43.4,3.55,5,13.9,0.41,270.6,1.09
11.2,0.12528,0.2,0.9966264143504048,11.6,34,3.64,6,5.5,1.37,190.9,0.78
9.9,0.15768000000000001,0.29,1.0026975750726204,14.6,33.2,3.26,6,5,1.64,84.1,1.3
13.8,0.07884000000000001,0.59,0.9966535477155253,7.3,30.5,2.96,5,15,1.05,47.1,1.56
11.4,0.13284,0.92,0.9969120766488184,12.3,17.1,3.63,7,13.1,1.48,177,1.13
13.2,0.07992,0.2,0.9904026575199015,7.4,50.1,3.6,6,5.9,0.34,89.6,1.41
14.3,0.14688,0.34,0.9930173626602207,13.6,36.7,3.05,5,10.6,1.5,232.3,0.77
9.6,0.06048,0.06,1.000472220291282,5.6,60.5,3.6,6,4.4,1.77,217.3,1.02
9.3,0.08316000000000001,0.76,0.9972765837979239,7.7,56.3,3.25,6,4.6,0.52,52.7,1.54
12.1,0.14364000000000002,0.75,0.9970747680942589,13.3,57.2,2.77,5,2.3,1.93,54.1,0.24
12.2,0.0648,0.35,1.002241668108755,6,53.3,3.04,7,13.6,1.77,285.7,1.22
14.2,0.15012,0.28,1.0013061747851828,13.9,38,2.99,5,5.9,0.71,35.8,0.81
12.5,0.06588,0.62,0.9930858861966942,6.1,39.8,3.59,6,14.7,0.98,242.4,0.52
9,0.15876,0.31,1.0018088518881991,14.7,21.2,2.97,5,6.2,1.75,126.1,1.27
14.7,0.10908,0.67,0.9929818222725445,10.1,46.7,3.99,6,8.8,1.19,170.7,0.25
11.9,0.16524000000000003,0.35,0.9942579877958094,15.3,47.8,3.8,6,2.5,1.81,263.4,1.38
13.9,0.1188,0.16,1.0011384680262079,11,26.8,3.2,5,11.1,0.53,176.3,0.88
11.8,0.11016,0.62,1.0020535716717358,10.2,37.3,3.93,6,13.6,0.92,195.3,1.54
8.9,0.058320000000000004,0.66,1.000111007052676,5.4,70.6,3.75,5,6.3,0.43,108.4,1.14
13.6,0.11664000000000001,0.75,0.9979400244318616,10.8,47,2.85,5,11.7,1.57,224.4,1.29
14.1,0.08532000000000001,0.09,0.9961401405578142,7.9,10.7,3.46,6,8.5,1.67,160.1,0.9
14.2,0.16848000000000002,0.91,1.002164819708828,15.6,42.2,3.39,5,7.2,0.97,196,0.23
10.6,0.06048,0.61,0.9914370531844461,5.6,18.8,3.23,6,2.1,1.8,88.7,1.4
8.9,0.09396,0.69,1.0009262955467633,8.7,6.1,3.81,5,13.6,1.41,172.3,0.17
14.5,0.13176,0.83,0.9991523920060837,12.2,57.5,3.19,6,2.8,0.66,276.9,0.92
11.4,0.11664000000000001,0.27,1.0003503994475846,10.8,15.7,3.53,5,9.1,0.81,67.1,0.84
9.1,0.135,0.8,1.001087934227869,12.5,12.5,3.07,5,7.2,1.2,223.9,1.39
14.3,0.16956,0.83,0.9958955539581409,15.7,55.4,3.58,5,4.6,1.19,217.3,0.48
12.4,0.13716,0.44,0.9916131659111207,12.7,70.7,3.14,6,6.5,1.92,124.1,1.36
14.5,0.11988,0.93,0.9938816388708281,11.1,19.5,2.75,5,13.1,1.28,106.2,1.5
11.5,0.15984,0.3,0.9966920664175489,14.8,14.2,3.29,6,4.2,0.44,102.8,1.22
9.8,0.05724,0.74,1.000693669424697,5.3,13.7,3.23,7,3.8,1.96,30.1,1.41
13.9,0.05292000000000001,0.17,0.9960052728772716,4.9,64.9,3.99,6,10.2,0.98,239.5,0.66
8.6,0.05724,0.24,0.9956604593328113,5.3,23.2,3.34,3,10.3,0.76,98.9,0.35
9.8,0.1242,0.23,0.9957089035443406,11.5,38.5,3.46,5,1.3,1.77,158.7,0.91
12.7,0.06804,0.61,0.9981985163370822,6.3,59.4,3.64,5,11.6,0.56,85.4,0.59
9,0.07344,0.63,0.9966649846780795,6.8,58.6,3.65,5,11.7,1.4,274,0.83
10.1,0.06372000000000001,0.91,1.00182604647384,5.9,69.1,3.82,6,2.4,1.47,14.1,0.12
13.6,0.16092,0.78,1.000895642549834,14.9,7.8,3.49,6,4,0.93,59,1.57
13.5,0.07452,0.91,0.9992669439334657,6.9,6.4,2.96,6,7.6,0.92,67.4,0.82
9,0.050760000000000007,0.37,1.0026760433647544,4.7,22.9,3.03,6,15.1,0.36,219.3,1.39
12.2,0.14904,0.55,0.990151638678042,13.8,52.8,3.45,6,11.9,1.82,64.6,0.85
13.3,0.10908,0.11,0.9996933606235446,10.1,2.7,3.69,7,12.6,1.32,165.3,0.54
13.9,0.06372000000000001,0.84,0.9994767766169552,5.9,44.9,3.25,6,5.3,1.14,128.5,0.94
14.6,0.07884000000000001,0.03,1.0010349400252654,7.3,26.1,2.86,6,15.4,0.74,81.3,1.52
12.6,0.07128,0.72,0.9982447631977163,6.6,50.3,3.25,5,13.1,1.8,149.7,1.11
13.5,0.05724,0.32,0.9927901717089154,5.3,69.7,3.83,5,9.7,0.9,140,0.42
9.1,0.07668,0.08,1.0032385643894097,7.1,16.2,3.55,5,10,0.88,261.5,0.51
13.8,0.13176,0.92,1.000307491838429,12.2,58.1,2.79,5,8.8,0.97,222.6,0.41
12.7,0.09612000000000001,0.45,0.9940516355496368,8.9,44.4,3.59,6,10.1,1.03,48,0.64
12.1,0.08964000000000001,0.09,1.000397937283725,8.3,8.5,3.42,5,4.7,0.35,189.3,0.47
9.9,0.081,0.47,0.9990362325180222,7.5,50,2.82,5,10.9,0.8,180.8,0.29
10.3,0.12636,0.98,1.0036019708801553,11.7,36.9,2.88,6,12.5,1.19,277.6,0.93
11.8,0.08748,0.74,1.0032237422754493,8.1,47,3.87,6,2.2,1.6,135.8,0.47
14.1,0.09072000000000001,0.5,0.9916501528221068,8.4,53.2,3.23,5,14.4,1.21,91.2,0.28
9.2,0.11448,0.58,0.9994045564739285,10.6,11.6,3.99,5,9.2,0.82,24.6,0.13
10.8,0.09288,0.91,1.0021872397893758,8.6,30.4,3.35,5,14.2,1.64,273.6,0.58
10.1,0.09288,0.01,0.9957868947818903,8.6,12,2.86,6,4.6,1.65,66.9,1.11
10.4,0.05616,0.2,0.9981094260770887,5.2,53.9,3.61,6,5.8,0.81,42.6,1.34
10.1,0.13824,0.11,0.9970834483472026,12.8,31.3,3.6,6,1.6,0.57,143,0.91
9.5,0.07992,0.37,0.995079578116193,7.4,10.3,3.37,7,7.2,1.41,274.5,0.55
14.4,0.10044000000000002,0.98,0.9979680887581113,9.3,15.9,3.89,5,14.7,0.66,145.3,0.76
11.9,0.11232,0.89,0.9944977380839795,10.4,49.3,3.95,7,4.1,1.09,252.5,0.17
9.6,0.16632000000000002,0.41,1.0030278807865785,15.4,14.4,3.15,7,4.1,1.14,177.8,0.65
9.9,0.162,0.18,0.9921411711506068,15,9.5,3.87,7,5.6,1.88,238.7,1.26
12.7,0.07992,0.98,0.9956366884358056,7.4,68,3.2,6,1.7,0.79,93.3,0.43
11.8,0.16416,0.64,0.9971836729943792,15.2,35.4,3.84,7,4.6,1.84,202.3,0.63
13.4,0.07344,0.42,0.9943661911202316,6.8,67.9,3.54,7,15.1,1.03,77.1,0.58
12,0.08748,0.43,0.9943070624483512,8.1,27.5,2.8,7,3.1,0.75,78.7,0.76
10.7,0.07128,0.65,1.0002848994560853,6.6,69.7,3.78,6,8.4,0.33,106.7,0.66
10.7,0.1188,0.9,0.9954949721184461,11,27.7,3,5,5.7,1.81,71.8,0.54
13.5,0.09720000000000001,0.96,0.9907309881537673,9,10.2,3.56,6,6.2,1.66,53,0.92
14.5,0.11988,0.98,0.9905381847824928,11.1,53.8,2.99,6,3.4,1.78,281.2,0.71
9.2,0.14472000000000002,0.46,1.001180703036226,13.4,22.3,3.03,5,7.1,1.05,101,1.25
12.9,0.10152000000000001,0.79,0.9974556773454691,9.4,61.4,3.69,5,10.9,1.71,175.5,0.91
9.8,0.07236000000000001,0.16,0.9999279879376998,6.7,36.1,3.27,7,4.8,0.71,61.5,0.59
11.6,0.08316000000000001,0.54,1.0033880549876897,7.7,31.2,3.62,7,6.4,0.78,116.4,1.42
11.8,0.09612000000000001,0.63,0.9974985274432615,8.9,13.5,3.99,7,2.2,0.36,277.8,1.37
13.9,0.16632000000000002,0.37,1.001294178598531,15.4,52.6,3.66,5,10,2,188.9,0.7
9.9,0.13716,0.44,0.9932313989246639,12.7,65.6,2.77,6,1.3,1.58,262.1,1.56
8.6,0.14364000000000002,0.12,0.9959319799307462,13.3,69,3.19,5,7.6,1.55,128.4,0.61
11.4,0.09936,0.68,0.9950498588914763,9.2,61.2,3.87,7,12.7,1.51,249,1.5
10.6,0.11016,0.13,0.997424788994564,10.2,37.9,3.4,4,3.3,1.21,152.4,0.43
13.8,0.162,0.6,1.0009508949104815,15,68.9,2.98,5,15.2,1.93,48.9,0.64
11.8,0.14364000000000002,0.04,0.9928493997006339,13.3,69.8,3.51,6,9.1,1.01,210.8,1.35
11.4,0.1188,0.51,0.9943420941473448,11,49.8,3.76,7,4.4,0.59,173.6,0.65
10.6,0.06048,0.98,1.0012519845710546,5.6,21.4,3.05,6,5.1,0.65,221.9,0.24
10.8,0.09612000000000001,0.49,0.994494994665717,8.9,21.6,3.19,5,7.8,0.82,126.3,0.96
13.6,0.13716,0.34,0.9978502385845185,12.7,19.2,3.04,6,13.8,1.04,96.8,1.26
12.6,0.13824,0.38,1.0015693987808012,12.8,38.5,3.22,5,13.3,0.91,204.9,0.86
9.9,0.08748,0.92,0.9986309237032435,8.1,5.6,2.79,5,3.1,0.47,260.6,0.64
12.5,0.1296,0.57,0.996000160605562,12,47,3.29,4,5.7,0.81,118,0.27
13.8,0.10584000000000002,0.22,0.999062575146597,9.8,50.7,3.47,7,9.5,1.46,25.4,1.54
11,0.13392,0.35,0.9918424469007311,12.4,23.6,3.34,3,14.3,1.21,286.4,0.82
9.3,0.10044000000000002,0.71,1.0021045190792435,9.3,65.4,3.87,5,14.4,0.39,131.3,0.64
12.1,0.13716,0.61,0.9960906968000027,12.7,58.5,3.36,7,8.1,0.7,285.2,1.39
14.6,0.07128,0.28,1.001065777687486,6.6,46.7,2.86,6,1.3,1.17,203.2,0.85
10,0.13068,0.33,1.0000429008258505,12.1,71.1,3.21,6,10.4,1.46,144.4,1.06
11.7,0.10800000000000001,0.8,1.003683763170252,10,29.3,3.85,5,3.9,1.27,58.4,1.32
10.2,0.054000000000000006,0.49,0.9993079242593478,5,69,3.1,6,9.7,0.48,57.4,0.71
10.6,0.12528,0.26,0.9931275786969436,11.6,10.7,3.83,6,14,0.76,264.7,0.97
10.7,0.13608,0.02,1.0018040932359706,12.6,56.8,3.83,6,12.8,1.94,19.6,1.56
13.8,0.16524000000000003,0.48,1.0035656059133646,15.3,58.9,3.41,7,11.6,0.68,28.7,1.02
13.7,0.13068,0.79,0.9941032127544394,12.1,65.9,3.08,6,4.9,1.25,50.8,0.61
9.9,0.13284,0.3,0.9934494817489927,12.3,45.8,3.6,5,1.3,1.77,192.9,0.21
9.9,0.11988,0.2,0.9950807090187908,11.1,54.4,3.74,6,12.3,1.76,158.7,1
10.5,0.06804,0.32,0.9963195736310051,6.3,63.7,2.92,4,0.9,0.47,252.7,0.63
11,0.09504000000000001,0.12,0.996977142157964,8.8,4.9,2.95,7,9.7,1.87,211.4,0.12
14.1,0.06696,0.69,0.9902196015397333,6.2,20,3.79,7,7.5,1.22,118.1,0.71
9.2,0.13608,0.91,0.999735399038736,12.6,58.8,3.98,6,5.2,0.81,189.4,1.46
13.8,0.15984,0.25,0.9918375367198536,14.8,65.6,2.81,5,3.5,0.85,168.7,0.63
9.9,0.08316000000000001,0.69,1.0019908507561646,7.7,39.8,3,5,3.8,0.53,242.5,0.89
13.6,0.058320000000000004,0.82,0.99467372914301,5.4,47.8,3.64,5,2.6,0.79,94.8,0.22
9.7,0.081,0.03,0.9959710230826005,7.5,39.4,3.96,5,8.6,1.62,44.9,1.06
10.2,0.11556,0.63,1.003351358207278,10.7,24.9,2.86,5,2.4,1.67,264.1,0.92
12.4,0.09720000000000001,0.79,1.0024457785273333,9,61.4,3.93,5,14.4,0.39,108.1,1.38
9.3,0.11772,0.6,0.9933945757049253,10.9,36.5,3.16,5,5.8,1.83,253.4,0.48
10.8,0.12528,0.12,0.9981135278536017,11.6,55,3.8,6,2.9,1.7,7,0.15
10.7,0.17064000000000001,0.91,0.9939305838379998,15.8,28.2,3.89,5,9.2,1.07,266.1,0.94
10,0.14256,0.01,0.9965754709353396,13.2,21.6,3.62,5,9.5,0.37,110.5,0.21
9.5,0.14364000000000002,0.99,0.9973591312236186,13.3,59,3.71,5,11,0.65,275.7,0.76
14.1,0.16308,0.65,0.9923699004997317,15.1,14.2,3.85,6,5.9,1,56.6,1.25
13.6,0.11016,0.37,1.0011146903139945,10.2,36,3.51,5,13.2,1.75,287.5,0.71
14.6,0.10908,0.2,0.9918256154560795,10.1,39.7,3.06,7,1.2,0.79,194.6,0.51
11.5,0.09396,0.57,1.0007684815786506,8.7,19,3.09,5,8.4,1.42,180.3,0.44
10.8,0.08208,0.01,0.9908454515948353,7.6,16.4,2.75,6,12.2,0.57,79,1.36
10.2,0.11232,0.63,1.0029952485312785,10.4,53.7,3.31,6,12.7,1.03,88,1.13
8.8,0.0702,0.37,0.998425861971446,6.5,14.1,3.41,5,15,1.9,185.4,0.64
13.1,0.16524000000000003,0.36,1.001576040142571,15.3,14.1,3.54,5,11.8,0.67,194.3,0.59
9.4,0.07884000000000001,0.62,0.9941916555066092,7.3,32.7,3.13,5,2.7,1.4,287.9,1.01
8.4,0.08748,0.87,0.996113323307363,8.1,18,3.06,6,10.1,1.5,92.4,0.14
12.4,0.06588,0.3,0.9954416794787074,6.1,28.3,3.97,5,14.3,1.89,34.9,1.56
9.5,0.13284,0.95,1.0020211815483084,12.3,48.8,3.79,7,13.9,1.36,247,0.42
13.9,0.09828,0.67,0.990109043774754,9.1,20.5,2.9,7,13.7,0.95,132.8,0.43
12.9,0.1134,0.02,0.9969624695576574,10.5,21.3,3.8,6,7.1,1.03,200,1.51
13.4,0.15012,0.73,0.9975284400519814,13.9,46.7,2.98,7,14.2,0.44,203.9,1.06
11.3,0.12852000000000002,0.42,0.9942110450109418,11.9,6.3,2.77,6,4,1.18,162.7,0.33
11.1,0.14148,0.08,0.9956091908190405,13.1,31.2,3.56,5,13.8,1.08,272.5,0.54
11.9,0.07776000000000001,0.45,0.997081238389397,7.2,32.1,3.69,4,14.5,0.8,153.7,0.38
14.1,0.16848000000000002,0.4,1.0032924872870528,15.6,10.8,2.86,5,13.8,1.07,198.6,1.23
14.9,0.14364000000000002,0.08,0.9963337181098015,13.3,25,3.27,6,7.8,0.33,246.2,0.23
12.5,0.10908,0.75,0.9928623133829977,10.1,23.8,3.69,6,13.5,0.91,136.8,0.85
12,0.061560000000000004,0.93,0.9966350950803576,5.7,58.9,2.88,5,3.5,1.95,150.4,1.45
11.7,0.10584000000000002,0.98,0.9902335689472014,9.8,28.5,3.91,5,9.3,0.44,243.7,1.25
8.6,0.04968,0.78,0.9934769989202812,4.6,47.9,3.29,7,8.9,0.4,233,0.4
9.9,0.14148,0.43,0.9928899422779364,13.1,65,4.01,5,5.2,0.78,40,0.19
10.3,0.15876,0.83,1.0025614732810066,14.7,19.4,3.52,6,3.4,0.59,263.3,0.64
12.1,0.04968,0.26,0.9942208772207644,4.6,14.2,2.94,6,9.8,0.38,260.1,0.96
14.6,0.1134,0.06,0.9938867148774208,10.5,17.7,3.44,5,11.5,0.36,235.9,0.82
10,0.08316000000000001,0.18,0.9936851436362325,7.7,62.1,3.57,5,7.5,0.75,186.3,0.77
14.5,0.11988,0.02,1.000504435847771,11.1,18.5,3.73,5,10,0.88,186.2,1.14
